núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
26633,2020,12,1,2,5,1,1,9,920,99,1,32,5,5,7,1,1
26634,2020,12,2,3,21,4,3,1,101,11,1,23,3,3,5,1,1
26635,2020,12,2,3,9,2,1,1,115,99,1,48,8,8,10,1,1
26636,2020,12,2,3,20,4,3,1,110,99,1,35,6,6,8,1,1
26637,2020,12,2,3,23,4,3,18,1804,99,1,23,3,3,5,1,1
26638,2020,12,2,3,15,3,2,17,1701,99,1,65,11,12,14,1,1
26639,2020,12,2,3,14,3,2,1,101,1,1,24,3,3,5,7,2
26640,2020,12,2,3,22,4,3,1,101,7,1,19,2,2,4,8,2
26641,2020,12,2,3,23,4,3,18,1804,99,2,24,3,3,5,7,2
26642,2020,12,2,3,12,3,2,17,1710,99,1,51,9,9,11,7,2
26643,2020,12,3,4,18,4,3,5,507,99,1,28,4,4,6,1,1
26644,2020,12,3,4,1,1,1,16,1615,99,1,75,11,14,16,6,1
26645,2020,12,3,4,16,3,2,17,1705,99,1,43,7,7,9,1,1
26646,2020,12,3,4,20,4,3,1,108,99,1,27,4,4,6,7,2
26647,2020,12,3,4,20,4,3,1,108,99,1,29,4,4,6,7,2
26648,2020,12,3,4,22,4,3,1,108,99,1,20,3,3,5,7,2
26649,2020,12,3,4,22,4,3,1,108,99,1,32,5,5,7,7,2
26650,2020,12,3,4,22,4,3,1,108,99,1,37,6,6,8,7,2
26651,2020,12,3,4,20,4,3,19,1904,99,1,29,4,4,6,7,2
26652,2020,12,3,4,20,4,3,19,1904,99,1,32,5,5,7,7,2
26653,2020,12,3,4,18,4,3,5,501,99,1,45,8,8,10,7,2
26654,2020,12,3,4,19,4,3,10,1009,99,2,999,12,16,18,9,2
26655,2020,12,3,4,5,1,1,10,1001,99,1,26,4,4,6,7,2
26656,2020,12,3,4,1,1,1,16,1615,99,1,22,3,3,5,126,2
26657,2020,12,4,5,13,3,2,1,101,16,1,34,5,5,7,1,1
26658,2020,12,4,5,18,4,3,1,101,13,2,33,5,5,7,1,1
26659,2020,12,4,5,17,3,2,1,108,99,1,62,11,11,13,1,1
26660,2020,12,4,5,21,4,3,22,2213,99,1,30,5,5,7,1,1
26661,2020,12,4,5,22,4,3,19,1905,99,1,30,5,5,7,1,1
26662,2020,12,4,5,18,4,3,18,1801,99,1,25,4,4,6,1,1
26663,2020,12,4,5,18,4,3,18,1801,99,1,27,4,4,6,1,1
26664,2020,12,4,5,19,4,3,18,1801,99,2,56,10,10,12,1,1
26665,2020,12,4,5,19,4,3,18,1801,99,1,49,8,8,10,1,1
26666,2020,12,4,5,13,3,2,1,101,16,1,30,5,5,7,7,2
26667,2020,12,4,5,18,4,3,1,101,13,2,40,7,7,9,7,2
26668,2020,12,4,5,23,4,3,1,108,99,1,28,4,4,6,8,2
26669,2020,12,4,5,22,4,3,19,1905,99,1,45,8,8,10,1,1
26670,2020,12,4,5,7,2,1,5,501,99,1,16,2,2,4,7,2
26671,2020,12,4,5,20,4,3,5,513,99,1,37,6,6,8,7,2
26672,2020,12,4,5,8,2,1,6,608,99,2,29,4,4,6,7,2
26673,2020,12,4,5,22,4,3,17,1703,99,1,33,5,5,7,7,2
26674,2020,12,5,6,99,5,4,1,101,18,1,25,4,4,6,1,1
26675,2020,12,5,6,23,4,3,1,101,6,2,30,5,5,7,1,1
26676,2020,12,5,6,23,4,3,1,101,25,1,25,4,4,6,1,1
26677,2020,12,5,6,22,4,3,1,101,16,1,19,2,2,4,1,1
26678,2020,12,5,6,17,3,2,1,108,99,1,34,5,5,7,1,1
26679,2020,12,5,6,14,3,2,19,1903,99,1,47,8,8,10,1,1
26680,2020,12,5,6,22,4,3,19,1901,99,1,19,2,2,4,1,1
26681,2020,12,5,6,11,2,1,6,604,99,1,26,4,4,6,1,1
26682,2020,12,5,6,5,1,1,12,1230,99,2,22,3,3,5,1,1
26683,2020,12,5,6,17,3,2,18,1801,99,1,30,5,5,7,1,1
26684,2020,12,5,6,18,4,3,17,1701,99,1,39,6,6,8,2,1
26685,2020,12,5,6,15,3,2,1,101,1,1,41,7,7,9,9,2
26686,2020,12,5,6,20,4,3,1,101,15,1,35,6,6,8,7,2
26687,2020,12,5,6,7,2,1,1,108,99,1,42,7,7,9,7,2
26688,2020,12,5,6,21,4,3,1,108,99,1,31,5,5,7,8,2
26689,2020,12,5,6,1,1,1,22,2216,99,1,27,4,4,6,7,2
26690,2020,12,5,6,22,4,3,20,2007,99,1,22,3,3,5,9,2
26691,2020,12,5,6,9,2,1,20,2001,99,2,42,7,7,9,7,2
26692,2020,12,5,6,23,4,3,19,1907,99,1,50,9,9,11,8,2
26693,2020,12,5,6,10,2,1,5,503,99,1,21,3,3,5,7,2
26694,2020,12,5,6,22,4,3,16,1601,99,1,34,5,5,7,8,2
26695,2020,12,5,6,22,4,3,4,401,99,2,56,10,10,12,9,2
26696,2020,12,5,6,22,4,3,4,401,99,2,36,6,6,8,9,2
26697,2020,12,5,6,22,4,3,3,308,99,1,52,9,9,11,8,2
26698,2020,12,6,7,19,4,3,1,101,18,1,18,2,2,4,1,1
26699,2020,12,6,7,20,4,3,1,113,99,1,25,4,4,6,2,1
26700,2020,12,6,7,19,4,3,1,101,21,1,23,3,3,5,1,1
26701,2020,12,6,7,23,4,3,1,108,99,2,23,3,3,5,2,1
26702,2020,12,6,7,7,2,1,19,1904,99,1,47,8,8,10,1,1
26703,2020,12,6,7,15,3,2,19,1904,99,1,40,7,7,9,2,1
26704,2020,12,6,7,20,4,3,5,501,99,1,31,5,5,7,1,1
26705,2020,12,6,7,20,4,3,5,506,99,1,36,6,6,8,1,1
26706,2020,12,6,7,20,4,3,22,2217,99,1,17,2,2,4,1,1
26707,2020,12,6,7,13,3,2,9,920,99,1,25,4,4,6,1,1
26708,2020,12,6,7,2,1,1,13,1312,99,1,61,11,11,13,2,1
26709,2020,12,6,7,22,4,3,18,1801,99,1,17,2,2,4,1,1
26710,2020,12,6,7,19,4,3,1,101,18,1,18,2,2,4,7,2
26711,2020,12,6,7,12,3,2,1,101,16,1,45,8,8,10,7,2
26712,2020,12,6,7,12,3,2,1,101,16,1,22,3,3,5,7,2
26713,2020,12,6,7,12,3,2,1,101,16,1,67,11,12,14,7,2
26714,2020,12,6,7,12,3,2,1,101,16,1,43,7,7,9,7,2
26715,2020,12,6,7,1,1,1,1,101,12,1,21,3,3,5,8,2
26716,2020,12,6,7,15,3,2,1,115,99,1,35,6,6,8,1,1
26717,2020,12,6,7,18,4,3,1,115,99,1,24,3,3,5,8,2
26718,2020,12,6,7,1,1,1,1,110,99,1,22,3,3,5,8,2
26719,2020,12,6,7,5,1,1,1,108,99,1,27,4,4,6,7,2
26720,2020,12,6,7,21,4,3,1,108,99,1,24,3,3,5,7,2
26721,2020,12,6,7,23,4,3,1,108,99,1,30,5,5,7,8,2
26722,2020,12,6,7,18,4,3,21,2101,99,1,47,8,8,10,7,2
26723,2020,12,6,7,21,4,3,14,1406,99,2,13,1,1,3,8,2
26724,2020,12,6,7,14,3,2,7,713,99,1,999,12,16,18,8,2
26725,2020,12,6,7,13,3,2,4,410,99,2,9,1,1,2,7,2
26726,2020,12,7,1,22,4,3,1,101,18,1,24,3,3,5,1,1
26727,2020,12,7,1,21,4,3,1,101,16,1,23,3,3,5,1,1
26728,2020,12,7,1,1,1,1,1,116,99,1,23,3,3,5,2,1
26729,2020,12,7,1,16,3,2,1,115,99,1,22,3,3,5,1,1
26730,2020,12,7,1,17,3,2,21,2101,99,1,37,6,6,8,1,1
26731,2020,12,7,1,20,4,3,21,2101,99,2,28,4,4,6,1,1
26732,2020,12,7,1,1,1,1,20,2009,99,1,21,3,3,5,1,1
26733,2020,12,7,1,14,3,2,5,510,99,1,27,4,4,6,1,1
26734,2020,12,7,1,2,1,1,15,1508,99,1,34,5,5,7,1,1
26735,2020,12,7,1,6,2,1,18,1803,99,1,21,3,3,5,1,1
26736,2020,12,7,1,22,4,3,1,101,1,1,23,3,3,5,7,2
26737,2020,12,7,1,22,4,3,1,101,18,2,23,3,3,5,7,2
26738,2020,12,7,1,21,4,3,1,101,16,1,42,7,7,9,7,2
26739,2020,12,7,1,1,1,1,20,2009,99,2,38,6,6,8,7,2
26740,2020,12,7,1,9,2,1,20,2001,99,1,33,5,5,7,7,2
26741,2020,12,7,1,14,3,2,5,510,99,1,27,4,4,6,7,2
26742,2020,12,8,2,17,3,2,1,101,24,2,18,2,2,4,1,1
26743,2020,12,8,2,15,3,2,1,116,99,1,38,6,6,8,5,1
26744,2020,12,8,2,7,2,1,22,2214,99,2,49,8,8,10,2,1
26745,2020,12,8,2,7,2,1,21,2102,99,1,52,9,9,11,1,1
26746,2020,12,8,2,18,4,3,5,506,99,1,26,4,4,6,1,1
26747,2020,12,8,2,18,4,3,5,505,99,1,41,7,7,9,1,1
26748,2020,12,8,2,9,2,1,9,901,99,1,42,7,7,9,1,1
26749,2020,12,8,2,9,2,1,9,901,99,2,41,7,7,9,1,1
26750,2020,12,8,2,7,2,1,15,1508,99,1,36,6,6,8,2,1
26751,2020,12,8,2,99,5,4,17,1707,99,1,50,9,9,11,1,1
26752,2020,12,8,2,22,4,3,17,1705,99,1,18,2,2,4,1,1
26753,2020,12,8,2,18,4,3,5,505,99,2,39,6,6,8,7,2
26754,2020,12,8,2,18,4,3,5,505,99,1,29,4,4,6,7,2
26755,2020,12,8,2,17,3,2,6,606,99,2,33,5,5,7,8,2
26756,2020,12,8,2,20,4,3,16,1613,99,1,42,7,7,9,8,2
26757,2020,12,9,3,21,4,3,1,101,6,1,32,5,5,7,1,1
26758,2020,12,9,3,21,4,3,1,101,6,1,30,5,5,7,1,1
26759,2020,12,9,3,14,3,2,1,101,7,1,40,7,7,9,1,1
26760,2020,12,9,3,21,4,3,1,108,99,1,35,6,6,8,1,1
26761,2020,12,9,3,21,4,3,5,501,99,1,19,2,2,4,1,1
26762,2020,12,9,3,6,2,1,10,1002,99,1,57,10,10,12,1,1
26763,2020,12,9,3,18,4,3,18,1803,99,1,30,5,5,7,1,1
26764,2020,12,9,3,8,2,1,4,403,99,2,30,5,5,7,2,1
26765,2020,12,9,3,14,3,2,1,101,7,1,58,10,10,12,7,2
26766,2020,12,9,3,9,2,1,1,117,99,1,35,6,6,8,7,2
26767,2020,12,9,3,21,4,3,1,110,99,1,28,4,4,6,7,2
26768,2020,12,9,3,15,3,2,20,2007,99,1,35,6,6,8,7,2
26769,2020,12,9,3,7,2,1,5,507,99,1,25,4,4,6,7,2
26770,2020,12,9,3,6,2,1,10,1002,99,1,16,2,2,4,7,2
26771,2020,12,9,3,6,2,1,10,1002,99,2,73,11,13,15,7,2
26772,2020,12,9,3,23,4,3,9,910,99,1,39,6,6,8,7,2
26773,2020,12,10,4,19,4,3,1,110,99,1,20,3,3,5,1,1
26774,2020,12,10,4,16,3,2,6,608,99,1,42,7,7,9,1,1
26775,2020,12,10,4,11,2,1,18,1801,99,2,34,5,5,7,1,1
26776,2020,12,10,4,14,3,2,4,408,99,1,25,4,4,6,1,1
26777,2020,12,10,4,14,3,2,4,408,99,1,19,2,2,4,7,2
26778,2020,12,10,4,19,4,3,1,110,99,1,19,2,2,4,7,2
26779,2020,12,10,4,19,4,3,1,110,99,1,17,2,2,4,7,2
26780,2020,12,10,4,20,4,3,1,108,99,1,16,2,2,4,8,2
26781,2020,12,10,4,18,4,3,5,513,99,1,32,5,5,7,7,2
26782,2020,12,10,4,15,3,2,5,504,99,2,25,4,4,6,9,2
26783,2020,12,10,4,16,3,2,6,608,99,2,23,3,3,5,7,2
26784,2020,12,10,4,22,4,3,6,611,99,1,31,5,5,7,7,2
26785,2020,12,10,4,17,3,2,15,1503,99,2,18,2,2,4,7,2
26786,2020,12,10,4,16,3,2,7,710,99,1,22,3,3,5,8,2
26787,2020,12,11,5,12,3,2,1,101,6,1,48,8,8,10,1,1
26788,2020,12,11,5,18,4,3,1,101,13,1,49,8,8,10,1,1
26789,2020,12,11,5,14,3,2,1,113,99,1,61,11,11,13,3,1
26790,2020,12,11,5,9,2,1,1,108,99,2,25,4,4,6,2,1
26791,2020,12,11,5,15,3,2,1,108,99,2,19,2,2,4,1,1
26792,2020,12,11,5,18,4,3,20,2001,99,1,999,12,16,18,1,1
26793,2020,12,11,5,10,2,1,6,613,99,1,20,3,3,5,1,1
26794,2020,12,11,5,17,3,2,12,1221,99,1,38,6,6,8,1,1
26795,2020,12,11,5,18,4,3,16,1603,99,1,26,4,4,6,1,1
26796,2020,12,11,5,20,4,3,16,1601,99,1,45,8,8,10,1,1
26797,2020,12,11,5,7,2,1,1,101,9,1,23,3,3,5,7,2
26798,2020,12,11,5,5,1,1,1,101,18,1,48,8,8,10,7,2
26799,2020,12,11,5,3,1,1,1,101,14,1,32,5,5,7,8,2
26800,2020,12,11,5,18,4,3,1,101,21,1,27,4,4,6,7,2
26801,2020,12,11,5,23,4,3,21,2101,99,1,5,1,1,2,7,2
26802,2020,12,11,5,8,2,1,19,1908,99,1,35,6,6,8,7,2
26803,2020,12,11,5,17,3,2,12,1221,99,1,22,3,3,5,7,2
26804,2020,12,11,5,17,3,2,12,1221,99,1,22,3,3,5,8,2
26805,2020,12,11,5,17,3,2,12,1221,99,1,15,2,2,4,8,2
26806,2020,12,11,5,18,4,3,16,1603,99,1,22,3,3,5,7,2
26807,2020,12,12,6,11,2,1,1,101,6,1,27,4,4,6,1,1
26808,2020,12,12,6,20,4,3,1,117,99,1,17,2,2,4,1,1
26809,2020,12,12,6,18,4,3,18,1804,99,2,26,4,4,6,1,1
26810,2020,12,12,6,12,3,2,7,713,99,1,21,3,3,5,1,1
26811,2020,12,12,6,18,4,3,1,101,2,1,31,5,5,7,9,2
26812,2020,12,12,6,16,3,2,1,107,99,1,42,7,7,9,8,2
26813,2020,12,12,6,19,4,3,1,102,99,1,25,4,4,6,7,2
26814,2020,12,12,6,3,1,1,1,101,11,1,27,4,4,6,8,2
26815,2020,12,12,6,16,3,2,9,907,99,1,64,11,11,13,7,2
26816,2020,12,12,6,5,1,1,12,1222,99,1,21,3,3,5,7,2
26817,2020,12,12,6,13,3,2,17,1710,99,2,25,4,4,6,7,2
26818,2020,12,13,7,0,1,1,1,101,3,1,35,6,6,8,1,1
26819,2020,12,13,7,18,4,3,1,101,18,1,18,2,2,4,1,1
26820,2020,12,13,7,18,4,3,1,101,18,1,22,3,3,5,1,1
26821,2020,12,13,7,7,2,1,1,106,99,1,999,12,16,18,5,1
26822,2020,12,13,7,10,2,1,1,110,99,2,19,2,2,4,1,1
26823,2020,12,13,7,19,4,3,21,2107,99,1,37,6,6,8,1,1
26824,2020,12,13,7,19,4,3,19,1909,99,1,38,6,6,8,1,1
26825,2020,12,13,7,19,4,3,19,1909,99,1,26,4,4,6,1,1
26826,2020,12,13,7,6,2,1,5,514,99,1,44,7,7,9,1,1
26827,2020,12,13,7,11,2,1,10,1010,99,1,999,12,16,18,5,1
26828,2020,12,13,7,8,2,1,10,1001,99,1,45,8,8,10,3,1
26829,2020,12,13,7,1,1,1,18,1801,99,1,40,7,7,9,1,1
26830,2020,12,13,7,19,4,3,18,1804,99,1,16,2,2,4,1,1
26831,2020,12,13,7,19,4,3,18,1804,99,1,42,7,7,9,1,1
26832,2020,12,13,7,8,2,1,1,101,4,1,30,5,5,7,7,2
26833,2020,12,13,7,1,1,1,1,101,17,1,28,4,4,6,7,2
26834,2020,12,13,7,18,4,3,1,101,18,1,18,2,2,4,7,2
26835,2020,12,13,7,18,4,3,1,101,18,1,28,4,4,6,7,2
26836,2020,12,13,7,18,4,3,1,101,18,1,25,4,4,6,7,2
26837,2020,12,13,7,18,4,3,1,101,18,1,27,4,4,6,7,2
26838,2020,12,13,7,18,4,3,1,101,18,1,21,3,3,5,7,2
26839,2020,12,13,7,18,4,3,1,101,18,1,15,2,2,4,7,2
26840,2020,12,13,7,18,4,3,1,105,99,1,32,5,5,7,7,2
26841,2020,12,13,7,0,1,1,1,103,99,1,26,4,4,6,7,2
26842,2020,12,13,7,0,1,1,1,115,99,1,24,3,3,5,7,2
26843,2020,12,13,7,19,4,3,1,116,99,1,28,4,4,6,8,2
26844,2020,12,13,7,9,2,1,1,110,99,2,40,7,7,9,8,2
26845,2020,12,13,7,18,4,3,1,108,99,1,28,4,4,6,8,2
26846,2020,12,13,7,18,4,3,1,108,99,1,20,3,3,5,8,2
26847,2020,12,13,7,19,4,3,20,2005,99,1,42,7,7,9,7,2
26848,2020,12,13,7,0,1,1,20,2001,99,2,24,3,3,5,9,2
26849,2020,12,13,7,19,4,3,19,1909,99,1,16,2,2,4,7,2
26850,2020,12,13,7,20,4,3,19,1903,99,2,37,6,6,8,8,2
26851,2020,12,13,7,21,4,3,5,506,99,1,28,4,4,6,7,2
26852,2020,12,13,7,0,1,1,5,502,99,1,24,3,3,5,8,2
26853,2020,12,13,7,13,3,2,18,1802,99,1,22,3,3,5,7,2
26854,2020,12,13,7,6,2,1,17,1713,99,1,36,6,6,8,8,2
26855,2020,12,13,7,23,4,3,7,705,99,1,24,3,3,5,8,2
26856,2020,12,14,1,13,3,2,1,107,99,1,25,4,4,6,1,1
26857,2020,12,14,1,13,3,2,1,107,99,1,24,3,3,5,1,1
26858,2020,12,14,1,21,4,3,1,103,99,1,23,3,3,5,1,1
26859,2020,12,14,1,21,4,3,1,102,99,1,999,12,16,18,5,1
26860,2020,12,14,1,0,1,1,5,505,99,2,31,5,5,7,1,1
26861,2020,12,14,1,7,2,1,17,1705,99,1,999,12,16,18,5,1
26862,2020,12,14,1,8,2,1,13,1306,99,1,37,6,6,8,1,1
26863,2020,12,14,1,15,3,2,1,108,99,1,31,5,5,7,7,2
26864,2020,12,14,1,3,1,1,5,509,99,1,41,7,7,9,7,2
26865,2020,12,14,1,11,2,1,11,1101,99,2,999,12,16,18,7,2
26866,2020,12,14,1,14,3,2,9,920,99,1,24,3,3,5,7,2
26867,2020,12,14,1,13,3,2,9,901,99,1,13,1,1,3,8,2
26868,2020,12,14,1,0,1,1,13,1323,99,1,19,2,2,4,8,2
26869,2020,12,14,1,18,4,3,1,105,99,1,28,4,4,6,9,2
26870,2020,12,14,1,18,4,3,1,105,99,1,32,5,5,7,9,2
26871,2020,12,14,1,18,4,3,1,105,99,1,26,4,4,6,9,2
26872,2020,12,15,2,18,4,3,22,2201,99,1,43,7,7,9,1,1
26873,2020,12,15,2,18,4,3,22,2201,99,2,33,5,5,7,1,1
26874,2020,12,15,2,18,4,3,15,1506,99,1,34,5,5,7,1,1
26875,2020,12,15,2,18,4,3,22,2201,99,1,9,1,1,2,7,2
26876,2020,12,15,2,23,4,3,4,401,99,1,29,4,4,6,8,2
26877,2020,12,16,3,10,2,1,1,106,99,1,30,5,5,7,1,1
26878,2020,12,16,3,23,4,3,1,115,99,1,999,12,16,18,1,1
26879,2020,12,16,3,18,4,3,1,115,99,1,16,2,2,4,1,1
26880,2020,12,16,3,2,1,1,6,609,99,1,35,6,6,8,1,1
26881,2020,12,16,3,10,2,1,8,806,99,2,7,1,1,2,2,1
26882,2020,12,16,3,10,2,1,8,806,99,2,33,5,5,7,2,1
26883,2020,12,16,3,1,1,1,16,1607,99,1,40,7,7,9,1,1
26884,2020,12,16,3,11,2,1,16,1607,99,1,29,4,4,6,1,1
26885,2020,12,16,3,18,4,3,1,116,99,1,30,5,5,7,7,2
26886,2020,12,16,3,23,4,3,22,2205,99,2,36,6,6,8,7,2
26887,2020,12,16,3,15,3,2,2,208,99,1,37,6,6,8,8,2
26888,2020,12,17,4,14,3,2,1,114,99,1,16,2,2,4,5,1
26889,2020,12,17,4,5,1,1,1,108,99,2,999,12,16,18,5,1
26890,2020,12,17,4,18,4,3,21,2103,99,2,44,7,7,9,1,1
26891,2020,12,17,4,1,1,1,5,503,99,1,35,6,6,8,1,1
26892,2020,12,17,4,17,3,2,5,506,99,1,22,3,3,5,1,1
26893,2020,12,17,4,6,2,1,5,511,99,1,25,4,4,6,1,1
26894,2020,12,17,4,16,3,2,11,1108,99,1,62,11,11,13,1,1
26895,2020,12,17,4,13,3,2,9,901,99,1,52,9,9,11,1,1
26896,2020,12,17,4,17,3,2,9,922,99,1,21,3,3,5,2,1
26897,2020,12,17,4,7,2,1,18,1803,99,1,34,5,5,7,1,1
26898,2020,12,17,4,7,2,1,1,101,8,1,42,7,7,9,7,2
26899,2020,12,17,4,22,4,3,1,101,1,1,25,4,4,6,8,2
26900,2020,12,17,4,2,1,1,1,105,99,1,25,4,4,6,8,2
26901,2020,12,17,4,19,4,3,1,103,99,1,26,4,4,6,7,2
26902,2020,12,17,4,22,4,3,1,101,8,1,22,3,3,5,7,2
26903,2020,12,17,4,8,2,1,6,602,99,1,27,4,4,6,8,2
26904,2020,12,18,5,4,1,1,1,115,99,1,999,12,16,18,5,1
26905,2020,12,18,5,12,3,2,22,2204,99,1,20,3,3,5,1,1
26906,2020,12,18,5,15,3,2,20,2001,99,1,28,4,4,6,3,1
26907,2020,12,18,5,7,2,1,7,705,99,2,36,6,6,8,1,1
26908,2020,12,18,5,15,3,2,22,2213,99,1,40,7,7,9,7,2
26909,2020,12,18,5,21,4,3,12,1203,99,1,999,12,16,18,9,2
26910,2020,12,18,5,15,3,2,17,1703,99,2,59,10,10,12,8,2
26911,2020,12,19,6,11,2,1,1,110,99,1,35,6,6,8,1,1
26912,2020,12,19,6,14,3,2,20,2001,99,1,43,7,7,9,2,1
26913,2020,12,19,6,6,2,1,19,1911,99,1,20,3,3,5,1,1
26914,2020,12,19,6,6,2,1,5,501,99,1,25,4,4,6,3,1
26915,2020,12,19,6,7,2,1,5,502,99,2,13,1,1,3,5,1
26916,2020,12,19,6,12,3,2,6,601,99,2,60,11,11,13,1,1
26917,2020,12,19,6,12,3,2,6,601,99,2,45,8,8,10,1,1
26918,2020,12,19,6,23,4,3,16,1601,99,1,30,5,5,7,2,1
26919,2020,12,19,6,23,4,3,2,207,99,1,37,6,6,8,1,1
26920,2020,12,19,6,11,2,1,18,1805,99,1,19,2,2,4,1,1
26921,2020,12,19,6,11,2,1,18,1805,99,1,22,3,3,5,1,1
26922,2020,12,19,6,23,4,3,17,1713,99,1,999,12,16,18,1,1
26923,2020,12,19,6,21,4,3,17,1708,99,1,62,11,11,13,1,1
26924,2020,12,19,6,6,2,1,1,101,3,1,22,3,3,5,7,2
26925,2020,12,19,6,10,2,1,1,101,1,1,44,7,7,9,8,2
26926,2020,12,19,6,19,4,3,1,101,12,1,25,4,4,6,8,2
26927,2020,12,19,6,23,4,3,1,101,16,1,33,5,5,7,7,2
26928,2020,12,19,6,19,4,3,1,101,21,1,22,3,3,5,7,2
26929,2020,12,19,6,23,4,3,1,114,99,1,34,5,5,7,8,2
26930,2020,12,19,6,21,4,3,22,2201,99,1,53,9,9,11,7,2
26931,2020,12,19,6,19,4,3,5,505,99,1,29,4,4,6,7,2
26932,2020,12,19,6,14,3,2,12,1207,99,1,85,11,15,17,9,2
26933,2020,12,19,6,23,4,3,2,207,99,1,56,10,10,12,7,2
26934,2020,12,19,6,2,1,1,3,304,99,1,29,4,4,6,7,2
26935,2020,12,20,7,13,3,2,1,102,99,1,21,3,3,5,1,1
26936,2020,12,20,7,9,2,1,20,2001,99,1,42,7,7,9,2,1
26937,2020,12,20,7,11,2,1,12,1202,99,1,25,4,4,6,1,1
26938,2020,12,20,7,17,3,2,18,1805,99,1,38,6,6,8,1,1
26939,2020,12,20,7,1,1,1,1,101,10,1,34,5,5,7,7,2
26940,2020,12,20,7,1,1,1,1,101,10,1,36,6,6,8,7,2
26941,2020,12,20,7,13,3,2,1,102,99,1,36,6,6,8,7,2
26942,2020,12,20,7,8,2,1,1,101,21,1,21,3,3,5,8,2
26943,2020,12,20,7,12,3,2,1,115,99,1,20,3,3,5,7,2
26944,2020,12,20,7,21,4,3,1,108,99,1,24,3,3,5,8,2
26945,2020,12,20,7,18,4,3,21,2101,99,1,57,10,10,12,7,2
26946,2020,12,20,7,1,1,1,11,1108,99,1,42,7,7,9,9,2
26947,2020,12,20,7,0,1,1,9,919,99,1,27,4,4,6,8,2
26948,2020,12,20,7,21,4,3,13,1307,99,1,57,10,10,12,8,2
26949,2020,12,20,7,0,1,1,18,1803,99,1,55,10,10,12,8,2
26950,2020,12,21,1,13,3,2,1,102,99,1,23,3,3,5,1,1
26951,2020,12,21,1,17,3,2,1,117,99,1,40,7,7,9,1,1
26952,2020,12,21,1,4,1,1,1,110,99,2,29,4,4,6,1,1
26953,2020,12,21,1,4,1,1,1,110,99,1,33,5,5,7,1,1
26954,2020,12,21,1,8,2,1,20,2001,99,1,21,3,3,5,1,1
26955,2020,12,21,1,18,4,3,5,501,99,1,25,4,4,6,1,1
26956,2020,12,21,1,0,1,1,5,501,99,1,28,4,4,6,7,2
26957,2020,12,21,1,20,4,3,5,513,99,1,32,5,5,7,7,2
26958,2020,12,21,1,1,1,1,15,1501,99,1,20,3,3,5,8,2
26959,2020,12,21,1,17,3,2,17,1712,99,1,27,4,4,6,7,2
26960,2020,12,21,1,17,3,2,17,1712,99,2,24,3,3,5,7,2
26961,2020,12,22,2,12,3,2,1,113,99,1,18,2,2,4,5,1
26962,2020,12,22,2,21,4,3,1,114,99,1,17,2,2,4,1,1
26963,2020,12,22,2,18,4,3,5,506,99,1,32,5,5,7,1,1
26964,2020,12,22,2,20,4,3,5,511,99,1,19,2,2,4,1,1
26965,2020,12,22,2,21,4,3,6,609,99,2,43,7,7,9,1,1
26966,2020,12,22,2,20,4,3,5,511,99,1,26,4,4,6,7,2
26967,2020,12,22,2,20,4,3,5,511,99,1,23,3,3,5,7,2
26968,2020,12,22,2,19,4,3,16,1608,99,2,57,10,10,12,8,2
26969,2020,12,23,3,22,4,3,1,101,4,1,21,3,3,5,1,1
26970,2020,12,23,3,22,4,3,1,101,4,1,35,6,6,8,1,1
26971,2020,12,23,3,22,4,3,1,101,4,1,30,5,5,7,1,1
26972,2020,12,23,3,23,4,3,1,115,99,1,33,5,5,7,1,1
26973,2020,12,23,3,1,1,1,20,2004,99,1,37,6,6,8,1,1
26974,2020,12,23,3,23,4,3,10,1001,99,1,29,4,4,6,1,1
26975,2020,12,23,3,22,4,3,1,101,4,1,28,4,4,6,7,2
26976,2020,12,23,3,22,4,3,1,101,4,1,21,3,3,5,7,2
26977,2020,12,23,3,4,1,1,1,101,15,2,30,5,5,7,9,2
26978,2020,12,23,3,22,4,3,1,110,99,1,34,5,5,7,8,2
26979,2020,12,23,3,21,4,3,21,2101,99,1,20,3,3,5,2,1
26980,2020,12,23,3,22,4,3,20,2007,99,2,41,7,7,9,7,2
26981,2020,12,23,3,3,1,1,16,1606,99,1,34,5,5,7,7,2
26982,2020,12,23,3,3,1,1,16,1606,99,1,32,5,5,7,7,2
26983,2020,12,23,3,21,4,3,16,1607,99,1,17,2,2,4,7,2
26984,2020,12,23,3,21,4,3,7,705,99,2,34,5,5,7,9,2
26985,2020,12,24,4,15,3,2,1,101,16,1,25,4,4,6,1,1
26986,2020,12,24,4,8,2,1,1,115,99,1,24,3,3,5,1,1
26987,2020,12,24,4,11,2,1,5,513,99,1,38,6,6,8,1,1
26988,2020,12,24,4,22,4,3,5,513,99,1,28,4,4,6,1,1
26989,2020,12,24,4,22,4,3,5,513,99,2,26,4,4,6,1,1
26990,2020,12,24,4,22,4,3,5,513,99,1,31,5,5,7,1,1
26991,2020,12,24,4,17,3,2,10,1002,99,1,28,4,4,6,1,1
26992,2020,12,24,4,19,4,3,10,1020,99,1,45,8,8,10,2,1
26993,2020,12,24,4,20,4,3,9,917,99,1,24,3,3,5,1,1
